student_id,grade,track,city_tier,parent_involvement,plan_type,monthly_fee_try,enrollment_date,tenure_months,program_adherence_rate,weekly_study_hours_planned,weekly_study_hours_actual,mentor_contact_freq_per_month,days_since_last_contact,message_response_time_hours,late_response_count_30d,trial_exam_count_total,trial_exam_avg_net,trial_exam_score_trend,missed_trial_exam_count,payment_delay_days_avg,support_ticket_count_90d,satisfaction_survey_score,days_to_next_exam,churn,weekly_study_hours_actual_missing,satisfaction_missing
STU102826,12. Sınıf,Sözel,Tier 1 (Büyükşehir),Orta,Yıllık,18400.0,2025-11-20,9.1,0.528,13.4,6.7,5.1,9,23.0,1,20,66.9,0.74,0,1.1,4,3.3,300,0,0,0
STU103401,Mezun,Eşit Ağırlık,Tier 3,Yüksek,Aylık,1786.0,2026-05-28,2.9,0.765,18.0,12.3,6.1,11,18.9,3,7,79.0,-0.92,0,1.3,1,3.6,302,0,0,1
STU100176,12. Sınıf,Sayısal,Tier 3,Orta,Aylık,1740.0,2026-03-04,5.7,0.749,19.2,17.6,5.1,10,5.1,1,11,43.8,-5.87,0,2.6,1,3.6,303,0,0,1
STU100639,Mezun,Sözel,Tier 2,Yüksek,Aylık,1746.0,2026-07-10,1.5,0.508,14.3,6.8,4.3,6,4.3,1,2,49.4,2.31,2,4.8,2,2.3,297,0,0,0
STU101162,Mezun,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,Aylık,1942.0,2026-04-19,4.2,0.369,15.2,6.3,1.8,27,5.5,3,7,45.9,2.3,1,20.8,3,2.8,298,1,0,0
STU101514,Mezun,Sayısal,Tier 1 (Büyükşehir),Düşük,Aylık,1895.0,2026-06-22,2.1,0.718,16.3,12.0,5.1,1,3.0,2,4,50.9,-2.39,2,1.2,4,2.5,302,1,0,0
STU101741,11. Sınıf,Sayısal,Tier 3,Yüksek,3 Aylık,4671.0,2026-03-01,5.8,0.766,14.5,11.4,4.4,11,7.8,1,11,61.4,-0.97,1,0.0,0,4.2,668,0,0,0
STU103256,11. Sınıf,Sözel,Tier 3,Orta,Yıllık,16853.0,2026-04-06,4.6,0.9,10.2,9.5,3.2,4,34.3,2,13,64.0,-2.91,2,2.0,2,1.9,663,0,0,0
STU100047,12. Sınıf,Dil,Tier 1 (Büyükşehir),Yüksek,Aylık,1768.0,2026-03-07,5.6,0.412,14.3,6.0,4.1,15,11.1,3,9,54.8,-0.85,1,0.9,2,2.4,302,0,0,0
STU101528,11. Sınıf,Eşit Ağırlık,Tier 2,Düşük,3 Aylık,4980.0,2026-04-25,4.0,0.521,14.3,5.9,2.0,4,2.8,1,9,49.6,2.95,4,2.0,2,1.0,662,0,0,0
STU102577,Mezun,Sayısal,Tier 3,Orta,3 Aylık,4731.0,2026-08-09,0.5,0.428,9.7,4.0,3.9,14,27.7,4,1,59.4,4.05,1,2.0,0,3.5,303,0,0,1
STU101943,11. Sınıf,Eşit Ağırlık,Tier 3,Yüksek,3 Aylık,4900.0,2026-05-22,3.1,0.797,12.5,10.2,5.4,2,21.4,0,7,75.5,3.69,0,0.0,3,3.0,664,0,0,0
STU100477,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Orta,Aylık,1962.0,2026-07-31,0.8,0.663,14.6,11.2,3.0,18,13.3,4,1,54.3,0.65,1,3.9,0,4.3,300,0,0,0
STU101436,11. Sınıf,Sayısal,Tier 1 (Büyükşehir),Orta,Aylık,1967.0,2026-05-31,2.8,0.908,12.8,10.3,4.5,2,18.3,5,7,53.1,-1.24,1,0.0,1,3.6,668,0,0,1
STU101502,12. Sınıf,Sözel,Tier 1 (Büyükşehir),Yüksek,Aylık,1899.0,2026-03-10,5.5,0.858,12.4,12.0,3.5,21,36.0,1,8,40.9,-4.1,3,5.4,1,3.0,302,1,0,0
STU101854,Mezun,Sözel,Tier 1 (Büyükşehir),Düşük,3 Aylık,4612.0,2026-08-06,0.6,0.843,15.3,12.8,4.9,46,9.8,3,1,50.5,1.1,1,4.1,1,2.6,301,1,0,0
STU103201,Mezun,Eşit Ağırlık,Tier 3,Orta,3 Aylık,4922.0,2026-05-01,3.8,0.535,12.3,5.2,3.6,5,14.0,3,5,45.9,1.32,1,0.1,3,3.7,299,0,0,0
STU100844,11. Sınıf,Eşit Ağırlık,Tier 2,Orta,Aylık,1787.0,2026-07-13,1.4,0.79,11.8,9.3,3.8,12,7.4,2,3,55.9,0.28,3,3.2,0,1.8,666,0,0,0
STU100690,12. Sınıf,Sayısal,Tier 2,Düşük,Aylık,1794.0,2026-06-15,2.3,0.606,13.9,6.8,2.4,10,28.4,1,6,51.2,0.68,2,7.1,1,2.6,297,1,0,0
STU101723,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Yüksek,3 Aylık,5125.0,2026-05-13,3.4,0.594,13.6,9.8,5.3,20,14.4,0,7,43.7,1.43,2,1.2,0,3.8,299,0,0,0
STU102213,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,Aylık,1758.0,2026-05-16,3.3,0.99,11.3,9.8,3.4,1,14.9,0,7,57.9,0.04,1,11.6,1,4.7,298,0,0,0
STU100540,Mezun,Eşit Ağırlık,Tier 2,Yüksek,Yıllık,16020.0,2026-05-19,3.2,0.73,15.4,8.4,2.6,6,11.8,3,6,39.0,2.78,1,10.4,2,4.5,302,1,0,0
STU100250,12. Sınıf,Sayısal,Tier 3,Orta,3 Aylık,5168.0,2025-11-05,9.6,0.856,14.1,11.3,3.5,1,4.2,1,21,70.4,4.35,2,0.2,2,3.5,299,0,0,1
STU101197,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Yüksek,Aylık,1909.0,2026-04-06,4.6,0.628,13.5,8.0,5.8,18,9.8,0,7,66.0,4.5,3,0.9,0,3.2,298,1,0,0
STU103039,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Düşük,3 Aylık,4750.0,2026-06-25,2.0,0.888,13.3,13.1,4.4,27,4.4,1,3,65.2,4.01,2,0.9,1,3.5,297,0,0,1
STU101339,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Yüksek,3 Aylık,4603.0,2026-05-25,3.0,0.627,16.1,8.5,6.0,41,25.3,2,7,67.7,0.03,0,2.9,3,3.1,301,0,0,0
STU101807,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Orta,3 Aylık,4671.0,2025-12-09,8.5,0.98,17.5,13.6,2.8,9,17.6,1,13,46.3,2.26,0,1.2,2,3.9,303,0,0,0
STU103452,11. Sınıf,Sayısal,Tier 1 (Büyükşehir),Düşük,3 Aylık,5149.0,2026-03-28,4.9,0.496,10.5,4.7,3.8,25,25.9,0,9,61.4,-0.72,1,0.4,2,3.5,666,0,0,1
STU103286,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,Yıllık,17351.0,2025-11-27,8.9,0.46,6.0,2.6,4.7,9,39.5,2,21,57.0,6.23,2,6.7,2,2.8,297,1,0,0
STU100166,Mezun,Sayısal,Tier 3,Düşük,3 Aylık,5152.0,2026-05-22,3.1,0.524,12.3,7.8,3.9,4,23.5,2,5,47.4,1.94,0,1.8,0,3.5,299,0,0,1
STU100146,12. Sınıf,Sayısal,Tier 2,Düşük,Aylık,1670.0,2026-03-07,5.6,0.891,14.8,13.7,5.2,13,37.2,0,10,58.9,0.81,1,4.9,2,3.8,300,0,0,0
STU101203,12. Sınıf,Sayısal,Tier 2,Yüksek,3 Aylık,4600.0,2026-03-25,5.0,0.917,19.1,20.9,4.3,1,28.6,1,9,66.1,-0.4,2,2.9,4,3.8,303,0,0,0
STU102245,11. Sınıf,Sayısal,Tier 2,Orta,3 Aylık,5167.0,2026-06-09,2.5,0.942,12.2,12.5,4.3,2,29.3,1,3,50.0,1.88,0,2.4,2,2.9,668,0,0,0
STU101576,Mezun,Eşit Ağırlık,Tier 3,Orta,Aylık,1791.0,2026-03-19,5.2,0.795,11.1,10.3,2.6,16,20.9,0,12,62.8,-1.84,1,16.8,1,3.6,299,0,0,1
STU100948,Mezun,Eşit Ağırlık,Tier 2,Yüksek,Aylık,1828.0,2026-05-13,3.4,0.564,12.8,6.2,3.5,37,12.0,5,8,46.9,-1.2,0,0.7,1,3.4,302,1,0,0
STU100812,Mezun,Sayısal,Tier 2,Düşük,3 Aylık,5161.0,2025-11-05,9.6,0.752,15.3,8.5,4.9,17,32.2,4,18,61.3,1.34,1,0.0,0,3.0,303,0,0,0
STU103156,11. Sınıf,Eşit Ağırlık,Tier 3,Yüksek,3 Aylık,4715.0,2026-01-23,7.0,0.527,14.5,8.2,5.5,10,20.0,2,12,52.8,-1.19,0,5.3,0,4.8,664,1,0,0
STU101165,Mezun,Sayısal,Tier 1 (Büyükşehir),Orta,3 Aylık,5275.0,2026-01-26,6.9,0.55,12.0,8.1,2.6,2,15.8,3,15,72.5,-0.71,5,2.1,0,3.5,298,1,0,0
STU103069,12. Sınıf,Sözel,Tier 1 (Büyükşehir),Orta,Aylık,1861.0,2026-06-28,1.9,0.4,10.5,4.7,3.9,6,31.4,1,3,49.3,1.62,1,5.9,1,5.0,300,0,0,0
STU100165,12. Sınıf,Sayısal,Tier 3,Düşük,Aylık,1700.0,2026-05-13,3.4,0.413,8.1,3.2,3.8,9,33.1,2,6,44.9,-1.3,3,2.5,2,3.6,303,1,0,1
STU100220,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Düşük,Aylık,1950.0,2026-03-04,5.7,0.592,18.7,10.5,2.4,14,57.8,1,11,27.5,0.82,4,12.1,1,3.6,302,0,0,1
STU103117,12. Sınıf,Sözel,Tier 2,Yüksek,3 Aylık,5202.0,2026-07-04,1.7,0.667,19.4,13.1,4.2,2,5.4,3,3,46.3,-0.61,3,0.6,0,3.5,300,0,0,1
STU101474,12. Sınıf,Eşit Ağırlık,Tier 2,Orta,Aylık,1779.0,2026-01-30,6.8,0.567,6.6,4.0,4.0,1,21.2,0,17,39.0,0.18,2,1.7,3,3.9,297,1,0,0
STU101843,Mezun,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,3 Aylık,4896.0,2026-06-12,2.4,0.502,14.7,8.4,5.3,11,6.4,3,3,39.5,-0.41,1,4.3,2,4.9,302,0,0,0
STU102361,11. Sınıf,Sayısal,Tier 1 (Büyükşehir),Orta,Aylık,1817.0,2026-06-03,2.7,0.67,9.3,5.6,6.8,10,7.8,3,5,51.8,0.02,2,1.4,0,3.6,663,0,0,1
STU102087,12. Sınıf,Sayısal,Tier 3,Orta,Yıllık,15181.0,2026-03-16,5.3,0.46,12.6,6.8,5.0,1,22.1,2,10,59.7,1.81,2,5.3,2,3.5,299,1,0,0
STU100721,12. Sınıf,Sayısal,Tier 3,Orta,Yıllık,15056.0,2026-07-28,0.9,0.696,16.2,11.2,3.6,7,67.1,2,2,62.6,2.49,2,1.7,1,3.6,300,0,0,1
STU103007,11. Sınıf,Sayısal,Tier 2,Orta,Yıllık,16629.0,2026-04-16,4.3,0.874,10.7,11.2,4.7,3,14.3,1,7,50.1,1.45,1,2.4,2,4.1,666,0,0,0
STU100829,11. Sınıf,Sözel,Tier 1 (Büyükşehir),Düşük,Aylık,1742.0,2025-11-20,9.1,0.729,11.3,7.9,4.3,9,10.4,1,16,57.6,-1.1,1,1.2,2,2.7,665,0,0,0
STU102756,Mezun,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,3 Aylık,5016.0,2025-12-03,8.7,0.582,15.9,9.8,5.8,8,1.5,2,23,38.3,1.21,1,2.5,1,4.2,300,0,0,0
STU100349,11. Sınıf,Sayısal,Tier 1 (Büyükşehir),Yüksek,Aylık,1888.0,2026-01-30,6.8,0.777,16.2,8.9,5.6,0,0.8,1,15,44.9,1.05,1,2.2,1,4.3,663,0,0,0
STU100426,11. Sınıf,Eşit Ağırlık,Tier 2,Düşük,Yıllık,17404.0,2026-07-19,1.2,0.718,10.9,8.4,3.4,5,14.8,3,2,68.7,1.53,2,0.6,1,4.9,666,0,0,0
STU101190,12. Sınıf,Eşit Ağırlık,Tier 2,Orta,3 Aylık,4722.0,2026-05-10,3.5,0.658,16.3,9.3,5.2,0,43.3,4,7,45.8,-1.35,0,2.5,4,3.9,302,0,0,0
STU101572,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Düşük,Yıllık,17507.0,2026-05-04,3.7,0.71,14.0,9.8,4.9,15,44.5,1,6,48.5,-0.81,2,2.7,3,4.9,302,0,0,0
STU101827,12. Sınıf,Sözel,Tier 1 (Büyükşehir),Düşük,Yıllık,16409.0,2026-03-28,4.9,0.667,14.3,9.8,5.6,6,14.9,2,11,73.7,-1.94,1,5.4,3,3.6,302,0,0,1
STU100746,12. Sınıf,Sözel,Tier 2,Yüksek,3 Aylık,5065.0,2026-03-25,5.0,0.709,15.9,11.7,4.2,1,20.0,0,11,37.4,-1.2,2,0.4,2,4.5,302,0,0,0
STU101128,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Yüksek,3 Aylık,4669.0,2026-05-31,2.8,0.713,15.5,9.1,5.5,2,67.3,1,6,46.7,-4.35,2,11.1,0,2.7,298,0,0,0
STU103008,11. Sınıf,Eşit Ağırlık,Tier 2,Orta,Aylık,1697.0,2026-05-28,2.9,0.802,12.7,10.3,4.8,44,65.4,1,6,60.2,3.48,2,1.7,0,4.0,664,0,0,0
STU101666,Mezun,Sayısal,Tier 1 (Büyükşehir),Yüksek,3 Aylık,4964.0,2025-12-15,8.3,0.619,11.3,7.5,3.8,34,36.5,2,16,46.6,2.57,1,4.6,2,3.5,300,1,0,1
STU100505,Mezun,Sayısal,Tier 1 (Büyükşehir),Orta,3 Aylık,4988.0,2026-02-23,6.0,0.424,11.5,4.5,4.4,4,16.7,6,10,50.0,1.69,1,7.2,1,3.5,302,0,0,1
STU100137,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Orta,Aylık,1848.0,2026-05-16,3.3,0.478,11.4,5.2,4.1,9,4.7,1,5,60.2,2.15,2,5.0,1,3.0,299,0,0,0
STU101421,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Yüksek,Yıllık,16088.0,2026-08-09,0.5,0.792,15.7,13.6,5.6,6,12.0,2,1,75.0,-1.63,1,9.9,1,3.6,302,0,0,1
STU100687,Mezun,Sayısal,Tier 1 (Büyükşehir),Orta,3 Aylık,4553.0,2026-02-02,6.7,0.527,12.0,6.1,7.4,4,22.9,1,14,33.2,-0.82,4,1.7,2,2.1,297,0,0,0
STU102778,11. Sınıf,Eşit Ağırlık,Tier 2,Düşük,3 Aylık,5487.0,2025-12-12,8.4,0.597,13.8,7.8,2.2,12,11.9,1,23,39.9,-2.05,5,2.5,2,1.0,667,1,0,0
STU102599,Mezun,Sayısal,Tier 1 (Büyükşehir),Yüksek,3 Aylık,5077.0,2026-05-16,3.3,0.579,15.9,8.3,4.7,23,19.7,3,5,65.0,2.05,1,1.7,2,2.4,298,0,0,0
STU101093,11. Sınıf,Sayısal,Tier 1 (Büyükşehir),Düşük,Yıllık,16559.0,2026-04-25,4.0,0.869,12.6,10.4,5.3,14,18.4,3,7,49.6,1.05,4,1.6,1,2.7,662,0,0,0
STU100288,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Orta,3 Aylık,4655.0,2025-11-30,8.8,0.71,14.2,10.7,3.9,1,42.1,3,18,50.4,-2.17,1,0.1,3,5.0,298,0,0,0
STU102059,11. Sınıf,Sayısal,Tier 3,Düşük,Yıllık,16768.0,2025-11-11,9.4,0.492,15.7,7.8,4.4,21,18.5,1,22,43.0,2.47,1,4.7,2,2.3,663,1,0,0
STU101012,12. Sınıf,Sözel,Tier 1 (Büyükşehir),Orta,3 Aylık,5093.0,2026-07-01,1.8,0.99,13.0,14.4,6.3,6,5.2,1,3,73.3,-2.25,0,2.9,2,3.6,299,0,0,0
STU102943,11. Sınıf,Sözel,Tier 2,Orta,3 Aylık,4521.0,2025-08-03,12.7,0.584,7.4,4.8,5.1,7,7.5,2,20,47.5,0.81,3,2.1,2,3.6,662,0,0,0
STU100101,12. Sınıf,Sayısal,Tier 2,Düşük,Aylık,1892.0,2026-06-22,2.1,0.862,22.2,20.8,5.4,18,6.9,2,4,52.8,2.05,2,1.5,1,3.5,300,0,0,0
STU102889,11. Sınıf,Sayısal,Tier 1 (Büyükşehir),Düşük,Yıllık,15875.0,2026-08-09,0.5,0.788,16.1,12.2,5.5,4,40.0,1,1,61.1,-0.33,1,3.7,1,2.4,665,0,0,0
STU102204,12. Sınıf,Eşit Ağırlık,Tier 2,Yüksek,Aylık,1729.0,2026-01-30,6.8,0.856,15.3,14.9,5.2,1,6.3,1,15,63.4,-2.43,0,0.3,0,3.3,303,0,0,0
STU101674,Mezun,Sayısal,Tier 1 (Büyükşehir),Orta,Aylık,1738.0,2026-06-19,2.2,0.667,15.6,11.3,3.8,5,35.7,1,5,71.9,-0.83,2,1.4,3,4.7,298,0,0,0
STU102705,12. Sınıf,Eşit Ağırlık,Tier 3,Düşük,Aylık,1828.0,2026-07-07,1.6,0.707,12.8,9.7,4.6,11,36.8,0,3,58.9,3.31,1,5.6,0,3.3,297,0,0,0
STU103381,Mezun,Eşit Ağırlık,Tier 2,Düşük,3 Aylık,4645.0,2026-05-19,3.2,0.715,13.7,9.0,6.8,1,13.4,0,6,52.5,-3.25,1,1.2,0,2.4,297,0,1,0
STU101661,12. Sınıf,Dil,Tier 1 (Büyükşehir),Düşük,Aylık,1729.0,2026-03-04,5.7,0.295,16.2,4.6,3.8,12,16.0,1,10,70.6,-0.96,0,1.2,1,3.6,303,1,0,1
STU103353,12. Sınıf,Sayısal,Tier 2,Düşük,3 Aylık,4874.0,2025-08-27,11.9,0.832,11.3,8.4,5.5,7,3.1,3,21,46.5,-2.57,3,2.6,5,3.5,300,0,0,1
STU102971,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Yüksek,Aylık,1685.0,2025-11-02,9.7,0.491,12.8,6.6,4.4,6,34.0,3,26,56.6,-1.62,2,4.3,0,2.7,299,0,0,0
STU101148,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Orta,Yıllık,16736.0,2026-01-05,7.6,0.801,9.1,8.9,3.1,20,25.0,4,17,38.1,-0.1,2,1.6,0,3.6,303,0,0,1
STU103329,11. Sınıf,Eşit Ağırlık,Tier 3,Yüksek,Yıllık,16305.0,2026-07-01,1.8,0.78,12.9,8.7,4.2,5,6.7,3,3,52.2,0.77,2,0.8,3,3.6,666,0,0,1
STU102014,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Orta,Yıllık,17926.0,2026-05-01,3.8,0.574,11.8,7.0,2.1,29,20.8,1,8,37.7,-2.81,2,3.9,0,3.3,303,1,0,0
STU101246,12. Sınıf,Eşit Ağırlık,Tier 3,Orta,Aylık,1726.0,2026-06-19,2.2,0.435,14.7,6.4,5.3,6,6.8,4,5,65.9,2.43,0,1.8,1,4.0,302,0,0,0
STU102908,Mezun,Eşit Ağırlık,Tier 2,Düşük,Aylık,1729.0,2026-03-10,5.5,0.656,12.1,8.7,5.1,3,12.4,1,14,60.6,-0.79,0,4.4,2,3.7,300,0,0,0
STU101458,Mezun,Sayısal,Tier 2,Orta,3 Aylık,4768.0,2026-01-26,6.9,0.688,9.9,8.4,5.3,6,25.1,0,15,39.9,-0.98,0,0.7,0,4.4,303,0,0,0
STU103044,12. Sınıf,Sayısal,Tier 2,Orta,Aylık,1733.0,2025-06-21,14.1,0.91,13.3,12.7,1.8,13,15.1,1,25,61.2,2.66,4,1.6,1,5.0,301,1,0,0
STU103223,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Orta,3 Aylık,4852.0,2026-03-01,5.8,0.84,19.4,17.5,2.2,4,5.1,1,12,53.9,-0.01,2,4.8,0,3.5,299,0,0,1
STU102787,12. Sınıf,Dil,Tier 1 (Büyükşehir),Yüksek,Aylık,1725.0,2026-02-02,6.7,0.564,8.9,4.7,6.0,3,19.8,3,11,53.3,-1.57,3,9.7,0,4.4,303,0,0,0
STU100529,12. Sınıf,Sözel,Tier 3,Orta,Aylık,1764.0,2026-05-31,2.8,0.53,12.5,5.8,3.5,5,24.2,5,6,74.0,-0.84,4,1.7,0,3.6,301,1,0,1
STU101579,Mezun,Eşit Ağırlık,Tier 3,Yüksek,Aylık,1655.0,2026-04-16,4.3,0.715,14.4,10.3,4.3,9,60.1,2,10,54.5,-2.45,0,2.0,1,4.1,301,0,0,0
STU103108,11. Sınıf,Sayısal,Tier 2,Orta,Yıllık,16880.0,2026-02-17,6.2,0.459,14.8,7.6,2.7,14,26.1,1,12,51.1,1.68,3,17.8,0,2.5,665,0,0,0
STU103414,12. Sınıf,Eşit Ağırlık,Tier 2,Düşük,Aylık,1848.0,2026-05-22,3.1,0.807,16.8,12.9,4.8,41,21.1,0,5,39.5,-1.02,0,0.4,3,3.7,297,0,0,0
STU102007,11. Sınıf,Sayısal,Tier 2,Orta,3 Aylık,4690.0,2026-07-16,1.3,0.646,11.4,7.7,2.9,1,19.1,2,2,70.1,0.15,2,2.4,1,2.2,664,0,0,0
STU101186,12. Sınıf,Sayısal,Tier 2,Orta,Aylık,1925.0,2026-02-08,6.5,0.607,9.9,5.5,4.3,26,14.1,1,12,55.9,3.68,0,2.4,1,3.4,297,1,0,0
STU100596,12. Sınıf,Eşit Ağırlık,Tier 3,Orta,Aylık,1777.0,2026-06-28,1.9,0.655,18.0,10.3,4.2,1,20.4,2,4,28.7,1.55,0,5.4,3,3.3,298,1,0,0
STU100115,Mezun,Eşit Ağırlık,Tier 2,Yüksek,Yıllık,15649.0,2026-07-01,1.8,0.455,6.4,2.7,5.2,6,45.4,2,3,50.8,2.2,1,0.3,3,2.3,303,1,0,0
STU100807,11. Sınıf,Sayısal,Tier 2,Orta,Aylık,1722.0,2026-02-11,6.4,0.918,11.8,10.3,5.4,5,11.4,2,15,57.2,2.06,0,1.3,0,4.7,662,1,0,0
STU103125,11. Sınıf,Sözel,Tier 1 (Büyükşehir),Yüksek,Aylık,1834.0,2026-07-16,1.3,0.717,13.1,9.5,3.9,1,1.0,3,2,49.2,-2.64,1,2.7,1,3.6,668,0,0,1
STU102975,Mezun,Sayısal,Tier 2,Yüksek,Aylık,1876.0,2026-01-02,7.7,0.438,12.6,5.2,2.5,4,26.2,3,17,51.5,-6.29,0,6.3,0,3.6,301,0,0,1
STU102513,11. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Yüksek,Yıllık,17777.0,2026-05-01,3.8,0.762,14.9,10.8,5.2,1,13.7,0,8,33.5,-1.37,0,0.5,1,3.6,662,0,0,1
STU100597,12. Sınıf,Eşit Ağırlık,Tier 2,Orta,3 Aylık,4581.0,2026-05-31,2.8,0.579,15.8,9.9,4.7,8,11.2,1,6,58.9,-0.93,1,9.9,0,4.2,302,1,0,0
STU101417,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Düşük,Yıllık,16685.0,2026-06-03,2.7,0.72,18.4,9.8,2.9,6,44.9,2,5,50.2,3.52,2,3.3,2,3.6,297,0,0,1
STU102776,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Orta,Aylık,1884.0,2026-07-04,1.7,0.469,13.2,7.2,4.1,2,4.1,2,2,54.6,-0.37,0,5.6,2,3.4,303,0,0,0
STU101322,11. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,Aylık,1800.0,2026-01-20,7.1,0.561,15.8,8.2,1.8,13,6.3,1,14,48.1,3.79,5,1.1,1,3.8,665,0,0,0
STU103478,Mezun,Sözel,Tier 2,Orta,Aylık,1819.0,2026-08-09,0.5,0.661,14.8,9.9,4.7,9,23.8,3,1,69.5,1.86,1,7.6,2,3.6,303,1,0,1
STU101119,Mezun,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,3 Aylık,4747.0,2026-08-03,0.7,0.669,10.9,7.8,4.1,30,20.9,0,2,68.8,0.93,2,0.5,1,3.6,301,1,0,0
STU100622,Mezun,Sözel,Tier 2,Yüksek,Aylık,1694.0,2026-03-01,5.8,0.396,15.8,6.0,3.3,6,27.4,3,10,71.2,0.87,0,1.7,1,3.6,301,0,0,1
STU100173,Mezun,Sayısal,Tier 1 (Büyükşehir),Düşük,3 Aylık,5156.0,2026-03-07,5.6,0.71,13.2,10.1,3.8,24,10.2,1,15,69.2,-5.06,2,5.6,0,2.9,303,0,0,0
STU100588,11. Sınıf,Sayısal,Tier 1 (Büyükşehir),Orta,3 Aylık,4623.0,2026-05-07,3.6,0.468,7.8,3.9,3.9,8,14.4,3,7,40.3,1.47,1,0.0,2,3.1,665,0,0,0
STU102179,Mezun,Sayısal,Tier 3,Yüksek,Aylık,1822.0,2026-05-13,3.4,0.389,11.3,4.3,4.0,12,29.5,4,7,44.4,2.05,5,12.2,2,4.5,297,0,0,0
STU101453,Mezun,Dil,Tier 2,Yüksek,Yıllık,16728.0,2026-06-25,2.0,0.587,11.2,4.9,3.0,0,19.4,4,4,36.6,-0.68,2,8.3,1,3.6,298,0,0,1
STU100291,11. Sınıf,Sayısal,Tier 2,Yüksek,Aylık,1706.0,2026-03-04,5.7,0.651,15.7,10.3,3.6,17,25.1,2,12,55.0,-1.66,1,0.8,1,3.6,664,0,0,1
STU101318,12. Sınıf,Eşit Ağırlık,Tier 2,Düşük,Aylık,1818.0,2026-04-03,4.7,0.717,14.9,11.6,5.0,9,26.0,6,8,51.4,3.02,2,0.3,2,3.0,298,0,0,0
STU100261,Mezun,Sayısal,Tier 1 (Büyükşehir),Yüksek,Yıllık,15807.0,2026-05-13,3.4,0.665,20.2,12.9,3.4,21,12.5,2,6,49.5,-1.99,1,2.0,3,2.9,300,0,0,0
STU102403,Mezun,Sözel,Tier 2,Yüksek,3 Aylık,5267.0,2026-01-08,7.5,0.619,12.5,7.4,5.3,6,3.7,4,16,80.2,2.59,1,0.4,1,3.5,303,0,0,1
STU101414,11. Sınıf,Sayısal,Tier 2,Orta,Aylık,1873.0,2025-08-09,12.5,0.639,14.0,7.6,2.4,7,33.1,4,34,47.2,0.5,3,2.9,3,2.2,668,0,0,0
STU101194,Mezun,Sayısal,Tier 1 (Büyükşehir),Orta,Yıllık,16075.0,2026-03-16,5.3,0.827,10.7,9.1,4.9,3,24.5,2,11,78.6,-1.44,1,2.9,0,3.6,298,1,0,1
STU100071,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Orta,Aylık,1732.0,2025-10-27,9.9,0.6,19.6,11.4,5.2,22,9.9,2,19,59.6,-0.33,0,4.6,2,4.9,297,0,0,0
STU101043,12. Sınıf,Eşit Ağırlık,Tier 3,Orta,3 Aylık,5096.0,2026-07-13,1.4,0.858,11.9,10.7,4.3,4,28.8,1,2,52.3,3.9,1,1.5,0,4.3,302,0,0,0
STU100337,12. Sınıf,Sayısal,Tier 2,Düşük,3 Aylık,4734.0,2026-07-28,0.9,0.532,12.4,6.9,5.3,42,27.3,1,2,58.0,-0.42,2,1.4,0,3.5,301,1,0,0
STU102328,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Düşük,Aylık,2012.0,2025-05-25,15.0,0.556,11.3,7.0,3.9,13,9.3,2,43,39.8,-1.22,3,1.4,2,3.3,297,0,0,0
STU102074,12. Sınıf,Sayısal,Tier 3,Düşük,3 Aylık,4975.0,2026-04-19,4.2,0.542,12.7,8.4,3.7,7,13.4,2,8,54.0,0.67,1,0.5,2,3.5,302,0,0,1
STU102647,Mezun,Sayısal,Tier 2,Orta,3 Aylık,5286.0,2026-06-22,2.1,0.794,16.2,10.9,5.8,6,21.8,2,4,44.9,-0.93,2,4.8,1,4.0,302,0,0,0
STU100543,Mezun,Sözel,Tier 2,Yüksek,Yıllık,16822.0,2025-04-15,16.3,0.894,17.0,16.0,6.0,11,19.3,1,27,58.5,-0.52,2,1.3,0,3.4,302,0,0,0
